Student_ID,Age,Study_Hours_per_Week,Online_Courses_Completed,Assignment_Completion_Rate,Exam_Score,Attendance_Rate,Sleep_Hours_per_Night,Parental_Income,Extracurricular_Activities,Commute_Time,Part_Time_Job_Hours,Time_Spent_on_Social_Media,Gender,Preferred_Learning_Style,Participation_in_Discussions,Use_of_Educational_Tech,Peer_Study_Group,Self_Reported_Stress_Level,Parental_Education,Health_Metrics,Final_Grade,Letter_Grade,AtRisk
S08547,23,20.4,9.38,68.67,71.19,72.55,8.0,110889.82,17.62,92.2,15.5,4.31,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,84.02,B,No
S08548,23,11.8,6.03,67.02,63.19,84.78,7.7,134826.01,18.23,74.5,17.1,4.31,Female,Auditory,No,Yes,False,High,Bachelors_Degree,Average,85.97,B,No
S08549,23,13.9,6.13,75.65,61.25,78.69,9.0,83989.81,16.73,82.8,16.1,3.11,Male,Auditory,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,79.69,C+,Yes
S08550,23,24.1,11.31,84.53,70.69,87.17,7.2,106148.57,15.2,75.5,10.2,3.94,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,88.62,B+,No
S08551,23,16.0,6.06,64.33,70.27,76.24,8.6,118915.33,17.33,81.6,14.7,3.39,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Excellent,83.64,B,No
S08552,18,18.0,4.05,60.65,62.16,77.47,8.0,58452.71,17.58,35.9,12.4,3.5,Female,Reading/Writing,No,No,False,Medium,High_School_Diploma,Average,79.27,C+,Yes
S08553,23,34.2,7.81,91.3,82.13,101.88,8.1,116289.0,16.13,46.3,12.6,1.66,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,94.73,A,No
S08554,23,22.8,7.65,70.94,70.98,75.44,8.1,128691.83,16.19,101.6,12.0,2.81,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,87.95,B+,No
S08555,25,19.3,6.81,80.12,70.97,85.04,7.9,98337.44,14.46,77.0,11.1,2.93,Male,Reading/Writing,Yes,Yes,False,Low,Some_College_No_Degree,Average,85.96,B,No
S08556,22,18.7,8.59,77.16,65.06,80.63,7.7,106905.57,18.02,109.6,10.0,3.77,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,85.17,B,No
S08557,19,20.6,11.51,63.51,57.7,72.79,7.6,55948.55,14.66,84.3,10.9,4.04,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,77.07,C+,Yes
S08558,18,24.4,11.93,72.28,51.57,74.51,7.6,61142.11,13.5,105.3,12.3,3.46,Male,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Average,76.87,C,Yes
S08559,22,28.2,9.63,82.38,71.91,85.44,10.0,118098.48,15.01,89.0,11.8,1.81,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,88.03,B+,No
S08560,22,25.5,12.17,79.59,74.36,85.82,7.4,113566.96,16.96,79.4,12.7,3.57,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,87.1,B+,No
S08561,23,32.4,5.56,75.46,74.36,79.05,6.5,58591.22,12.64,46.5,15.4,3.38,Female,Visual,Yes,Yes,False,Medium,High_School_Diploma,Average,83.42,B,No
S08562,20,28.8,10.26,65.74,69.87,68.16,8.2,83661.57,16.08,67.7,8.8,3.66,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Excellent,84.41,B,No
S08563,24,19.1,7.31,77.04,69.27,88.96,6.4,102749.87,15.23,63.8,15.2,4.25,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,87.47,B+,No
S08564,21,14.6,4.61,58.9,62.21,68.62,8.1,97516.03,17.02,76.0,13.8,3.5,Female,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,79.18,C+,Yes
S08565,22,30.9,10.55,89.67,78.01,95.64,7.2,86639.72,16.35,82.1,8.4,3.28,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,88.78,B+,No
S08566,18,17.0,10.56,62.05,56.46,70.42,8.6,54390.32,18.71,50.4,10.4,3.15,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,76.6,C,Yes
S08567,21,27.8,8.33,75.3,74.16,81.36,8.1,100287.86,16.49,80.8,7.9,1.89,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,88.74,B+,No
S08568,23,33.2,12.79,92.28,81.71,98.85,7.8,89497.55,15.86,70.4,7.9,3.8,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,91.11,A-,No
S08569,22,15.3,6.37,63.07,61.31,73.42,6.5,56444.9,15.57,87.1,15.6,4.68,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,76.46,C,Yes
S08570,23,15.3,6.59,69.87,66.08,84.75,7.4,121287.17,15.3,114.6,14.2,4.74,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,82.81,B-,Yes
S08571,23,37.5,12.81,82.54,86.84,90.84,5.7,98020.04,17.9,53.3,6.1,4.36,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Poor,94.46,A,No
S08572,22,23.3,9.96,74.59,72.51,83.16,6.7,71405.39,15.74,71.5,12.5,4.01,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,82.38,B-,Yes
S08573,20,34.1,11.03,75.49,75.38,78.29,7.3,122322.5,17.1,104.2,7.8,4.72,Male,Visual,Yes,Yes,False,Medium,Associate_Degree,Average,90.1,A-,No
S08574,24,15.5,9.09,69.68,73.51,75.69,8.0,133819.92,17.91,110.8,3.4,4.5,Female,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Average,90.09,A-,No
S08575,22,33.5,11.3,89.37,73.34,92.78,7.6,73368.7,13.6,62.0,10.0,2.88,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,87.09,B+,No
S08576,22,31.0,8.91,78.45,84.51,96.56,6.3,99470.77,17.88,26.7,12.4,3.53,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,91.25,A-,No
S08577,18,14.8,12.89,62.18,55.45,71.24,8.8,130186.31,16.13,116.3,13.1,3.78,Female,Auditory,No,Yes,False,High,Bachelors_Degree,Excellent,80.63,B-,Yes
S08578,19,34.5,14.3,78.44,68.05,79.73,8.2,55395.71,14.34,69.1,8.5,3.73,Male,Visual,Yes,Yes,False,High,High_School_Diploma,Excellent,82.89,B-,Yes
S08579,22,17.2,6.9,73.03,72.11,81.52,8.3,102858.33,18.75,109.1,5.3,2.96,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,85.42,B,No
S08580,22,29.6,15.94,97.02,66.81,94.52,8.0,146032.82,15.12,96.0,13.4,2.96,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,92.87,A-,No
S08581,18,30.4,13.1,82.38,71.47,94.79,9.7,74404.63,17.65,40.6,4.3,2.5,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,88.16,B+,No
S08582,24,27.2,7.51,78.65,85.03,94.06,7.7,137214.79,18.5,70.3,11.2,2.96,Female,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,94.48,A,No
S08583,18,33.6,15.19,69.44,75.9,77.01,6.4,65904.66,18.22,61.9,8.0,4.1,Male,Visual,No,Yes,False,High,High_School_Diploma,Average,83.43,B,No
S08584,22,24.9,9.89,80.92,65.4,78.35,6.9,97289.94,17.32,96.5,13.1,4.01,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,84.72,B,No
S08585,22,24.9,8.5,70.25,68.95,72.88,6.0,82864.6,15.18,94.6,8.7,3.82,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,84.57,B,No
S08586,19,37.8,8.12,76.26,74.01,82.42,8.6,74792.44,14.8,77.9,6.8,2.8,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,86.58,B,No
S08587,18,22.6,10.83,56.69,50.27,66.14,9.6,45965.45,14.33,101.5,7.3,3.75,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,73.37,C,Yes
S08588,23,24.5,5.24,74.38,65.41,76.04,8.0,94884.44,13.25,141.1,14.0,4.75,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,75.29,C,Yes
S08589,24,8.5,6.74,61.16,60.6,72.0,7.3,130324.03,17.3,133.6,20.2,4.92,Female,Auditory,No,Yes,False,High,Bachelors_Degree,Average,75.44,C,Yes
S08590,21,20.6,8.93,71.34,72.54,84.95,7.9,128288.67,18.81,30.6,10.0,3.59,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,89.81,B+,No
S08591,20,19.2,13.75,72.64,53.16,68.38,7.7,76165.07,14.99,127.1,10.3,4.31,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,72.7,C-,Yes
S08592,19,27.7,14.88,70.77,59.21,71.61,6.2,72382.63,13.77,70.0,12.7,3.87,Male,Visual,No,Yes,False,High,Some_College_No_Degree,Average,80.13,B-,Yes
S08593,24,11.4,5.07,56.85,58.63,63.1,7.9,69856.63,13.97,128.0,16.4,4.98,Male,Auditory,No,Yes,False,High,High_School_Diploma,Average,67.53,D,Yes
S08594,22,15.7,2.43,63.71,64.46,76.0,9.0,47883.95,15.02,39.8,18.2,2.6,Male,Reading/Writing,No,No,False,Medium,High_School_Diploma,Excellent,76.03,C,Yes
S08595,21,31.2,12.1,78.82,75.88,81.05,7.4,103657.9,15.57,86.9,6.3,4.21,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,89.78,B+,No
S08596,23,27.2,10.03,79.12,72.47,82.15,8.3,129061.56,16.47,111.3,11.1,1.51,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,90.64,A-,No
S08597,24,27.4,9.01,78.84,72.19,82.86,6.8,78383.94,13.95,140.9,14.0,3.53,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,79.96,C+,Yes
S08598,22,9.7,6.96,65.5,58.52,76.97,7.7,80031.18,16.52,98.6,16.7,4.39,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Average,76.03,C,Yes
S08599,21,32.9,9.41,63.12,76.78,78.76,6.2,77125.79,13.04,83.3,8.7,4.17,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Average,85.16,B,No
S08600,20,21.4,7.46,74.28,68.47,85.95,8.0,107094.18,17.69,58.0,9.9,3.55,Female,Reading/Writing,No,No,False,Medium,Associate_Degree,Average,87.64,B+,No
S08601,24,30.8,8.55,90.94,85.92,101.4,6.9,103666.17,16.62,65.3,4.8,3.42,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,95.68,A,No
S08602,22,33.2,15.28,91.53,73.45,91.71,9.6,142458.65,14.52,98.8,14.6,2.92,Male,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Excellent,91.66,A-,No
S08603,23,39.0,11.39,89.1,88.68,98.06,8.8,140759.68,15.91,85.0,6.1,2.06,Female,Kinesthetic,Yes,Yes,True,Low,Bachelors_Degree,Excellent,98.56,A,No
S08604,24,24.0,8.95,82.45,79.8,96.72,7.0,97807.84,17.54,62.0,11.3,4.02,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,89.2,B+,No
S08605,26,24.8,6.38,84.05,82.55,82.93,8.1,107390.23,19.08,116.1,13.5,2.28,Female,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Excellent,87.94,B+,No
S08606,25,11.5,10.23,71.62,67.22,81.86,6.4,160390.91,19.33,104.6,13.8,4.08,Female,Auditory,No,Yes,False,Medium,Masters_Degree,Average,89.79,B+,No
S08607,21,30.0,6.92,78.24,68.36,80.23,8.0,59917.91,14.28,87.6,12.3,3.14,Male,Visual,Yes,Yes,True,Low,High_School_Diploma,Average,81.46,B-,Yes
S08608,22,27.4,11.67,72.91,77.06,88.04,7.6,115783.97,17.86,137.1,13.3,4.09,Female,Visual,No,Yes,True,Medium,Associate_Degree,Average,83.83,B,No
S08609,18,37.2,14.01,70.12,76.9,76.35,6.9,61254.7,17.5,89.6,5.8,4.67,Male,Kinesthetic,No,Yes,False,High,High_School_Diploma,Average,84.18,B,No
S08610,21,18.9,9.67,73.09,67.41,83.98,8.4,77350.51,17.11,77.7,16.2,3.0,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Excellent,79.77,C+,Yes
S08611,23,30.3,11.59,91.09,74.12,101.94,8.0,123030.31,16.05,63.1,18.2,2.94,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,91.61,A-,No
S08612,22,31.7,10.14,82.76,75.18,85.86,7.1,101783.5,16.61,122.6,13.4,4.59,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,85.27,B,No
S08613,19,30.4,8.46,65.69,72.8,73.34,8.3,61507.42,18.16,76.6,10.4,3.52,Male,Visual,No,Yes,False,High,High_School_Diploma,Excellent,80.92,B-,Yes
S08614,19,20.0,9.45,67.14,48.22,66.25,6.8,52783.77,13.05,51.2,22.8,4.0,Male,Reading/Writing,No,No,False,High,High_School_Diploma,Average,73.38,C,Yes
S08615,20,17.4,8.03,59.36,50.66,55.27,7.8,95050.72,14.62,123.4,16.3,4.17,Other,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,70.46,C-,Yes
S08616,20,29.5,12.44,80.74,73.49,94.68,6.9,68410.53,17.7,10.0,8.0,3.92,Female,Visual,Yes,Yes,True,Medium,High_School_Diploma,Average,89.33,B+,No
S08617,21,28.6,12.77,76.8,70.75,86.58,6.3,117228.7,17.07,69.3,11.9,4.19,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,90.75,A-,No
S08618,20,21.8,7.35,63.37,68.63,68.89,6.8,85215.17,17.95,94.8,11.5,4.56,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,80.68,B-,Yes
S08619,23,29.0,11.44,86.99,87.42,93.85,7.4,61923.52,20.19,34.1,4.1,2.33,Male,Visual,Yes,Yes,True,Low,High_School_Diploma,Average,90.02,A-,No
S08620,19,25.9,13.64,69.01,63.91,79.19,6.7,101994.91,13.31,88.0,10.1,4.73,Male,Visual,No,Yes,False,High,Associate_Degree,Average,84.04,B,No
S08621,23,11.4,7.43,74.09,61.27,87.11,9.4,108672.75,14.36,72.6,18.9,3.08,Male,Auditory,No,Yes,False,Medium,Associate_Degree,Excellent,80.97,B-,Yes
S08622,21,31.0,7.81,79.77,79.07,96.94,7.4,71734.06,17.35,22.8,9.0,3.48,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,89.63,B+,No
S08623,21,21.6,10.79,66.17,68.71,70.76,7.5,69744.34,16.55,121.6,8.1,5.3,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,73.59,C,Yes
S08624,19,23.9,12.0,71.27,65.81,79.3,8.3,99247.21,16.27,81.8,7.1,2.63,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Excellent,84.43,B,No
S08625,24,24.0,7.94,75.54,68.3,72.54,6.8,115794.24,13.48,116.2,12.7,4.11,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,85.22,B,No
S08626,21,26.2,7.97,63.78,76.81,71.41,7.8,91810.8,18.38,72.9,12.3,4.26,Male,Visual,No,Yes,False,High,Some_College_No_Degree,Average,83.09,B,No
S08627,22,22.7,10.29,75.29,70.87,77.67,8.0,127745.89,16.89,88.8,1.6,3.7,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,91.79,A-,No
S08628,24,23.3,8.74,78.79,85.78,94.66,7.3,150336.14,19.73,90.6,9.1,4.21,Male,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,95.03,A,No
S08629,26,32.8,7.67,89.96,86.07,98.86,7.3,115116.18,15.13,84.1,12.0,2.9,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,93.71,A,No
S08630,24,27.5,11.36,93.85,76.51,101.95,6.9,105364.89,14.79,21.4,8.4,2.13,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,95.38,A,No
S08631,19,24.0,12.36,69.37,71.16,90.63,7.8,129949.7,16.71,67.7,11.8,4.46,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,88.68,B+,No
S08632,24,25.1,10.35,77.84,72.32,86.79,7.6,103641.53,15.44,107.1,15.9,2.94,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,86.36,B,No
S08633,22,11.9,7.56,59.56,60.8,67.82,8.6,78153.16,16.45,114.1,14.9,4.12,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,75.76,C,Yes
S08634,24,13.3,8.48,69.47,55.91,75.39,6.8,107406.16,14.38,96.4,19.6,4.05,Female,Auditory,No,Yes,False,High,Associate_Degree,Average,81.29,B-,Yes
S08635,24,20.9,11.65,77.64,69.63,78.88,7.2,86396.17,16.61,71.2,11.4,4.21,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,85.56,B,No
S08636,19,28.2,13.48,72.33,61.29,80.31,6.8,62670.25,13.15,84.3,13.7,4.03,Female,Visual,No,Yes,True,Medium,High_School_Diploma,Average,79.01,C+,Yes
S08637,24,18.4,7.94,77.97,64.32,77.48,7.4,134481.57,15.24,133.6,17.9,4.69,Male,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,79.54,C+,Yes
S08638,21,15.5,5.77,63.27,61.92,74.06,8.4,99974.79,16.7,88.2,12.9,3.69,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,80.15,B-,Yes
S08639,23,41.2,12.6,94.42,84.26,95.58,7.2,51920.54,13.27,63.1,9.7,3.8,Male,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Average,88.17,B+,No
S08640,21,16.8,10.03,59.23,61.34,65.38,7.5,69310.84,14.81,105.4,20.5,4.48,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,71.99,C-,Yes
S08641,20,26.3,11.9,70.53,67.98,79.15,6.6,95151.81,16.47,116.8,10.1,4.02,Female,Visual,No,Yes,False,Medium,Some_College_No_Degree,Average,83.04,B,No
S08642,23,21.6,7.87,74.75,64.33,79.52,7.3,80440.25,14.45,84.9,17.1,3.46,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,81.32,B-,Yes
S08643,24,30.6,10.2,91.58,82.63,100.64,7.0,52195.46,15.71,29.5,9.0,2.32,Male,Visual,Yes,Yes,True,Low,High_School_Diploma,Average,89.77,B+,No
S08644,24,28.5,7.33,81.32,78.43,86.72,7.3,89821.47,15.97,69.7,14.6,3.05,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,86.6,B,No
S08645,23,17.3,5.76,79.77,66.46,82.02,10.0,110102.77,17.43,102.9,12.6,2.78,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,84.36,B,No
S08646,21,31.4,6.53,74.17,68.61,79.48,7.0,40528.04,12.94,82.5,15.2,4.32,Male,Visual,No,Yes,False,High,High_School_Diploma,Average,78.84,C+,Yes
S08647,21,27.8,14.05,83.99,74.78,92.8,7.3,73688.44,16.5,66.5,12.4,4.46,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,83.76,B,No
S08648,22,20.5,11.72,69.41,72.84,82.14,6.8,92726.46,17.86,35.3,15.9,4.13,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,83.96,B,No
S08649,25,22.3,8.81,84.27,69.03,86.62,6.2,82998.17,15.77,110.1,18.9,2.77,Other,Reading/Writing,Yes,Yes,False,Low,Some_College_No_Degree,Average,82.36,B-,Yes
S08650,24,10.3,8.0,71.95,63.75,83.56,6.6,86986.33,19.08,79.6,12.7,4.1,Male,Auditory,No,Yes,False,Medium,Some_College_No_Degree,Average,81.78,B-,Yes
S08651,19,22.3,9.95,66.91,58.63,70.82,7.7,72381.65,15.86,116.9,13.3,4.46,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,76.87,C,Yes
S08652,24,21.1,5.24,82.66,75.2,91.55,9.6,148410.85,17.27,133.7,11.5,3.21,Male,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Excellent,88.47,B+,No
S08653,26,23.9,6.94,75.93,80.97,76.31,6.2,154080.91,17.78,129.6,19.3,3.47,Female,Reading/Writing,Yes,Yes,False,Low,Bachelors_Degree,Average,83.92,B,No
S08654,25,21.0,6.86,76.42,65.9,74.48,8.1,92749.49,12.43,106.7,9.5,2.04,Male,Reading/Writing,Yes,Yes,False,Low,Some_College_No_Degree,Excellent,83.89,B,No
S08655,19,13.7,13.64,68.65,58.65,75.04,8.5,70737.54,18.8,96.5,8.4,3.41,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,76.88,C,Yes
S08656,24,32.0,4.64,80.04,71.19,78.98,7.6,69840.58,11.24,103.1,15.3,4.31,Female,Visual,Yes,Yes,False,Medium,High_School_Diploma,Average,81.05,B-,Yes
S08657,23,10.1,5.39,67.72,63.11,71.76,9.9,126903.32,18.02,89.5,17.4,3.76,Female,Auditory,No,Yes,False,High,Associate_Degree,Excellent,80.72,B-,Yes
S08658,26,35.2,10.77,95.23,94.59,101.99,8.0,141943.02,18.92,74.5,11.9,2.81,Male,Kinesthetic,Yes,Yes,True,Low,Bachelors_Degree,Average,98.03,A,No
S08659,22,27.9,9.78,76.15,66.22,76.03,6.6,66992.4,15.02,98.5,13.5,3.69,Female,Visual,Yes,Yes,False,Medium,High_School_Diploma,Average,81.45,B-,Yes
S08660,26,21.6,6.08,72.44,78.98,80.24,6.8,132354.09,16.35,138.9,15.1,4.51,Male,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Average,85.71,B,No
S08661,21,25.0,13.64,74.11,64.79,77.82,7.3,98866.0,16.0,83.3,16.5,4.02,Male,Visual,No,Yes,False,High,Some_College_No_Degree,Average,82.32,B-,Yes
S08662,22,39.7,14.01,97.18,91.98,98.53,8.7,172156.59,20.23,56.8,6.7,2.33,Female,Kinesthetic,Yes,Yes,True,Medium,Masters_Degree,Excellent,102.0,A,No
S08663,25,35.0,11.83,91.66,93.76,101.92,6.7,86043.92,17.4,10.0,7.8,2.11,Female,Kinesthetic,Yes,Yes,True,Low,Some_College_No_Degree,Average,97.39,A,No
S08664,22,36.4,7.29,81.13,76.69,84.37,7.8,52969.67,15.92,106.1,10.8,3.94,Female,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Average,85.31,B,No
S08665,19,22.1,8.25,67.5,58.63,70.42,9.0,72548.79,16.34,88.0,13.8,3.49,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,77.78,C+,Yes
S08666,23,28.5,10.59,85.1,72.9,86.3,7.5,94221.69,14.34,63.8,10.9,2.7,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,87.14,B+,No
S08667,23,27.2,12.02,87.39,67.07,85.3,6.7,53979.66,15.07,65.0,13.0,3.11,Male,Visual,Yes,Yes,True,Low,High_School_Diploma,Average,83.52,B,No
S08668,20,20.9,13.76,77.16,61.91,87.67,8.6,90963.68,15.34,84.5,10.5,2.87,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,82.32,B-,Yes
S08669,21,26.7,12.0,76.21,67.21,74.65,7.5,40741.01,14.82,53.4,12.8,3.93,Male,Visual,Yes,Yes,False,Medium,High_School_Diploma,Average,79.18,C+,Yes
S08670,23,14.5,6.05,67.05,54.72,64.62,7.4,70466.2,12.69,145.5,12.9,5.3,Female,Auditory,No,Yes,False,High,Some_College_No_Degree,Average,68.85,D,Yes
S08671,23,23.6,10.86,82.23,80.99,97.26,7.9,153077.33,18.87,49.0,10.2,3.76,Female,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,95.38,A,No
S08672,20,21.6,7.81,69.39,69.64,76.49,8.7,70045.35,18.67,86.9,7.2,3.64,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,80.59,B-,Yes
S08673,26,23.8,7.22,85.3,86.67,87.48,8.3,89302.41,18.19,37.2,8.0,1.63,Female,Reading/Writing,Yes,Yes,False,Low,Some_College_No_Degree,Excellent,89.43,B+,No
S08674,22,27.3,8.45,74.75,64.23,74.74,7.4,82810.01,14.02,104.6,11.9,4.09,Female,Visual,No,Yes,False,Medium,Some_College_No_Degree,Average,82.92,B-,Yes
S08675,23,11.6,4.88,63.39,61.75,77.88,8.9,98913.36,16.52,114.7,16.5,3.36,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,77.75,C+,Yes
S08676,20,22.3,9.91,69.34,64.34,79.3,6.9,76518.47,16.5,70.2,15.5,4.06,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,81.36,B-,Yes
S08677,24,24.6,12.67,85.48,77.69,94.88,8.2,134836.63,17.58,92.3,11.0,3.26,Male,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Excellent,92.75,A-,No
S08678,21,30.2,14.6,78.05,69.26,72.72,7.3,100471.12,15.03,90.5,10.2,4.69,Male,Visual,Yes,Yes,False,High,Associate_Degree,Average,86.35,B,No
S08679,22,21.6,7.69,70.29,65.93,74.41,7.5,56562.23,14.74,54.1,12.4,3.52,Female,Reading/Writing,No,No,False,Medium,High_School_Diploma,Average,80.63,B-,Yes
S08680,24,27.5,11.09,87.87,76.02,88.25,7.2,109163.01,18.69,86.1,13.3,2.97,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,89.32,B+,No
S08681,26,27.3,10.65,80.56,89.75,88.62,7.2,160787.71,17.76,64.0,14.2,3.11,Male,Visual,Yes,Yes,True,Low,Masters_Degree,Average,96.72,A,No
S08682,24,29.6,13.64,82.88,85.99,90.79,6.7,201640.12,19.61,115.5,11.0,4.12,Female,Visual,Yes,Yes,True,Medium,Doctorate,Average,98.83,A,No
S08683,22,31.5,8.0,77.2,78.86,81.69,6.8,107393.2,19.08,104.9,5.8,3.77,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,91.11,A-,No
S08684,23,25.8,9.49,74.55,75.97,84.7,7.3,123886.26,14.0,118.7,12.2,3.99,Male,Visual,No,Yes,True,Medium,Associate_Degree,Average,86.37,B,No
S08685,25,36.3,11.63,85.04,79.7,78.06,5.9,57198.62,11.96,83.1,18.0,4.01,Other,Kinesthetic,Yes,Yes,False,Low,High_School_Diploma,Poor,81.6,B-,Yes
S08686,24,23.2,7.09,76.62,71.57,82.75,6.8,98402.43,15.09,75.9,16.5,3.83,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,84.54,B,No
S08687,24,24.4,10.88,82.83,60.34,77.44,6.2,78892.32,12.75,112.1,19.1,4.39,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,80.13,B-,Yes
S08688,21,28.4,10.05,78.8,76.18,89.39,8.4,120007.8,17.46,96.2,8.3,1.92,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,89.14,B+,No
S08689,22,32.9,5.71,79.89,72.4,82.83,8.4,43409.2,13.03,70.5,9.1,3.08,Male,Visual,Yes,Yes,True,Medium,High_School_Diploma,Excellent,83.3,B,No
S08690,22,22.8,10.49,78.99,68.07,86.05,6.9,92492.37,13.76,100.3,15.3,3.66,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,81.05,B-,Yes
S08691,22,26.8,9.55,76.56,73.09,83.71,8.7,90300.49,14.75,79.8,14.2,1.66,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Excellent,83.36,B,No
